0,website,category
1,nhentai.net,/Adult/Arts
2,furaffinity.net,/Adult/Arts
3,literotica.com,/Adult/Arts
4,iafd.com,/Adult/Arts
5,hentai2read.com,/Adult/Arts
6,hentai-foundry.com,/Adult/Arts
7,oglaf.com,/Adult/Arts
8,luscious.net,/Adult/Arts
9,f-list.net,/Adult/Arts
10,nifty.org,/Adult/Arts
11,inkbunny.net,/Adult/Arts
12,asstr.org,/Adult/Arts
13,buttsmithy.com,/Adult/Arts
14,fakku.net,/Adult/Arts
15,sofurry.com,/Adult/Arts
16,tgcomics.com,/Adult/Arts
17,jlist.com,/Adult/Arts
18,asexstories.com,/Adult/Arts
19,weasyl.com,/Adult/Arts
20,joerogan.net,/Adult/Arts
21,lushstories.com,/Adult/Arts
22,mcstories.com,/Adult/Arts
23,awal.com,/Adult/Arts
24,roccosiffredi.com,/Adult/Arts
25,indiansexstories.net,/Adult/Arts
26,sexstoriespost.com,/Adult/Arts
27,hentairules.net,/Adult/Arts
28,renderotica.com,/Adult/Arts
29,ma3comic.com,/Adult/Arts
30,somethingpositive.net,/Adult/Arts
31,tthfanfic.org,/Adult/Arts
32,wtfpeople.com,/Adult/Arts
33,bdsmlibrary.com,/Adult/Arts
34,jabarchives.com,/Adult/Arts
35,jabcomix.com,/Adult/Arts
36,zizki.com,/Adult/Arts
37,eroticillusions.com,/Adult/Arts
38,hentaihere.com,/Adult/Arts
39,clubsissy.com,/Adult/Arts
40,upcomics.org,/Adult/Arts
41,jastusa.com,/Adult/Arts
42,smutjunkies.com,/Adult/Arts
43,fantasies.com,/Adult/Arts
44,eunuch.org,/Adult/Arts
45,dougstanhope.com,/Adult/Arts
46,lustomic.com,/Adult/Arts
47,peternorth.com,/Adult/Arts
48,booklocker.com,/Adult/Arts
49,furfling.com,/Adult/Arts
50,eroticstories.com,/Adult/Arts
0,eros.com,/Adult/Business
1,niteflirt.com,/Adult/Business
2,sexyjobs.com,/Adult/Business
3,tuscl.net,/Adult/Business
4,ladirectmodels.com,/Adult/Business
5,dickievirgin.com,/Adult/Business
6,punterlink.co.uk,/Adult/Business
7,freespeechcoalition.com,/Adult/Business
8,stripperweb.com,/Adult/Business
9,spieglergirls.com,/Adult/Business
10,wholesale-sex-toys.net,/Adult/Business
11,adultstaffing.com,/Adult/Business
12,femalecompanions.com,/Adult/Business
13,ausmodels.com,/Adult/Business
14,matrixmodels.com,/Adult/Business
15,chippendales.com,/Adult/Business
16,net1on1.com,/Adult/Business
17,seriousmistresses.com,/Adult/Business
18,theredzone.com,/Adult/Business
19,escortsmania.com,/Adult/Business
20,marbella-escort.com,/Adult/Business
21,dropship247.com.au,/Adult/Business
22,selectanescort.com,/Adult/Business
23,adultwholesaledirect.com,/Adult/Business
24,adulthire.com,/Adult/Business
25,hushes.com,/Adult/Business
26,2000escorts.com,/Adult/Business
27,5-ave.com,/Adult/Business
28,adoreyourmistress.com,/Adult/Business
29,adultwebsitebusiness.com,/Adult/Business
30,adulttriplexcard.com,/Adult/Business
31,adultxmodels.com,/Adult/Business
32,allboymodeling.com,/Adult/Business
33,allsexrevenue.com,/Adult/Business
34,phoneflirts.com,/Adult/Business
35,americanphonelust.com,/Adult/Business
36,aural-delights.com,/Adult/Business
37,baycityblues.com,/Adult/Business
38,bedtimebunnies.com,/Adult/Business
39,bellaslist.com,/Adult/Business
40,boys4escort.com,/Adult/Business
41,breathlesswhispers.com,/Adult/Business
42,caballerovip.com,/Adult/Business
43,callmekinky.com,/Adult/Business
44,canadian-nymphos.com,/Adult/Business
45,chloeenterprises.com,/Adult/Business
46,cityvibe.com,/Adult/Business
47,climaxxxave.com,/Adult/Business
48,comeindustrial.com,/Adult/Business
49,phonegirls4you.com,/Adult/Business
0,liveleak.com,/Adult/Death_and_Gore
1,documentingreality.com,/Adult/Death_and_Gore
2,prochan.com,/Adult/Death_and_Gore
3,rotten.com,/Adult/Death_and_Gore
4,beheadedart.com,/Adult/Death_and_Gore
5,celebritymorgue.com,/Adult/Death_and_Gore
6,choosedeath.free.fr,/Adult/Death_and_Gore
7,crime-scene-photos.com,/Adult/Death_and_Gore
8,lifeofdebauchery.com,/Adult/Death_and_Gore
9,thanatos.net,/Adult/Death_and_Gore
